W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_145222-3ir5uxqg
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  block_loop_count=3
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training for 16 epoch(s) (~3048 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826538 | dt: 33049.62ms | tok/sec: 15,863 | bf16_mfu: 0.35%
step 00002 (0.07%) | loss: 10.747199 | dt: 971.88ms | tok/sec: 539,459 | bf16_mfu: 11.97%
step 00003 (0.10%) | loss: 10.594832 | dt: 1108.70ms | tok/sec: 472,885 | bf16_mfu: 10.50%
step 00935 (30.68%) | loss: 3.738415 | dt: 699.26ms | tok/sec: 749,779 | bf16_mfu: 16.64% | eta: 24.7m
step 00936 (30.71%) | loss: 3.747938 | dt: 697.23ms | tok/sec: 751,962 | bf16_mfu: 16.69% | eta: 24.6m
step 00937 (30.74%) | loss: 3.749556 | dt: 698.30ms | tok/sec: 750,808 | bf16_mfu: 16.67% | eta: 24.6m
step 00938 (30.77%) | loss: 3.747987 | dt: 699.61ms | tok/sec: 749,403 | bf16_mfu: 16.63% | eta: 24.6m
step 00939 (30.81%) | loss: 3.758512 | dt: 700.22ms | tok/sec: 748,742 | bf16_mfu: 16.62% | eta: 24.6m
step 00940 (30.84%) | loss: 3.750003 | dt: 695.10ms | tok/sec: 754,257 | bf16_mfu: 16.74% | eta: 24.6m
step 00941 (30.87%) | loss: 3.747755 | dt: 696.60ms | tok/sec: 752,635 | bf16_mfu: 16.71% | eta: 24.6m
step 00942 (30.91%) | loss: 3.761492 | dt: 698.92ms | tok/sec: 750,136 | bf16_mfu: 16.65% | eta: 24.6m
step 00943 (30.94%) | loss: 3.769513 | dt: 696.63ms | tok/sec: 752,601 | bf16_mfu: 16.71% | eta: 24.6m
step 00944 (30.97%) | loss: 3.770816 | dt: 693.95ms | tok/sec: 755,509 | bf16_mfu: 16.77% | eta: 24.5m
step 00945 (31.00%) | loss: 3.781452 | dt: 698.79ms | tok/sec: 750,276 | bf16_mfu: 16.65% | eta: 24.5m
step 00946 (31.04%) | loss: 3.785549 | dt: 696.49ms | tok/sec: 752,759 | bf16_mfu: 16.71% | eta: 24.5m
step 00947 (31.07%) | loss: 3.793894 | dt: 698.66ms | tok/sec: 750,423 | bf16_mfu: 16.66% | eta: 24.5m
step 00948 (31.10%) | loss: 3.781750 | dt: 701.82ms | tok/sec: 747,039 | bf16_mfu: 16.58% | eta: 24.5m
step 00949 (31.14%) | loss: 3.761927 | dt: 698.12ms | tok/sec: 751,002 | bf16_mfu: 16.67% | eta: 24.5m
step 00950 (31.17%) | loss: 3.758692 | dt: 700.59ms | tok/sec: 748,355 | bf16_mfu: 16.61% | eta: 24.5m
step 00951 (31.20%) | loss: 3.757425 | dt: 700.47ms | tok/sec: 748,484 | bf16_mfu: 16.61% | eta: 24.5m
step 00952 (31.23%) | loss: 3.755651 | dt: 698.30ms | tok/sec: 750,801 | bf16_mfu: 16.67% | eta: 24.5m
Starting epoch 6
step 00953 (31.27%) | loss: 3.750927 | dt: 698.64ms | tok/sec: 750,444 | bf16_mfu: 16.66% | eta: 24.4m
Step 00953 | Epoch 5 | Val BPB: 1.229777 | Val Loss: 3.784456
step 00954 (31.30%) | loss: 3.730802 | dt: 668.75ms | tok/sec: 783,977 | bf16_mfu: 17.40% | eta: 24.4m
step 00955 (31.33%) | loss: 3.716458 | dt: 690.28ms | tok/sec: 759,528 | bf16_mfu: 16.86% | eta: 24.4m
step 00956 (31.36%) | loss: 3.714567 | dt: 694.24ms | tok/sec: 755,198 | bf16_mfu: 16.76% | eta: 24.4m
step 00957 (31.40%) | loss: 3.693221 | dt: 694.79ms | tok/sec: 754,593 | bf16_mfu: 16.75% | eta: 24.4m
step 00958 (31.43%) | loss: 3.670033 | dt: 691.23ms | tok/sec: 758,483 | bf16_mfu: 16.84% | eta: 24.4m
step 00959 (31.46%) | loss: 3.666454 | dt: 697.12ms | tok/sec: 752,077 | bf16_mfu: 16.69% | eta: 24.4m
step 00960 (31.50%) | loss: 3.634754 | dt: 694.77ms | tok/sec: 754,626 | bf16_mfu: 16.75% | eta: 24.4m
step 00961 (31.53%) | loss: 3.641685 | dt: 694.39ms | tok/sec: 755,029 | bf16_mfu: 16.76% | eta: 24.3m
step 00962 (31.56%) | loss: 3.632603 | dt: 694.08ms | tok/sec: 755,365 | bf16_mfu: 16.77% | eta: 24.3m
step 00963 (31.59%) | loss: 3.615094 | dt: 697.69ms | tok/sec: 751,462 | bf16_mfu: 16.68% | eta: 24.3m
step 00964 (31.63%) | loss: 3.608674 | dt: 694.79ms | tok/sec: 754,599 | bf16_mfu: 16.75% | eta: 24.3m
step 00965 (31.66%) | loss: 3.612022 | dt: 691.67ms | tok/sec: 758,005 | bf16_mfu: 16.83% | eta: 24.3m
step 00966 (31.69%) | loss: 3.614706 | dt: 694.39ms | tok/sec: 755,036 | bf16_mfu: 16.76% | eta: 24.3m
step 00967 (31.73%) | loss: 3.634800 | dt: 697.79ms | tok/sec: 751,349 | bf16_mfu: 16.68% | eta: 24.3m
step 00968 (31.76%) | loss: 3.639936 | dt: 697.49ms | tok/sec: 751,677 | bf16_mfu: 16.69% | eta: 24.3m
step 00969 (31.79%) | loss: 3.656467 | dt: 698.35ms | tok/sec: 750,755 | bf16_mfu: 16.66% | eta: 24.2m
step 00970 (31.82%) | loss: 3.664943 | dt: 696.51ms | tok/sec: 752,736 | bf16_mfu: 16.71% | eta: 24.2m
step 00971 (31.86%) | loss: 3.664114 | dt: 696.53ms | tok/sec: 752,712 | bf16_mfu: 16.71% | eta: 24.2m
step 00972 (31.89%) | loss: 3.667743 | dt: 693.62ms | tok/sec: 755,877 | bf16_mfu: 16.78% | eta: 24.2m
step 00973 (31.92%) | loss: 3.639105 | dt: 699.94ms | tok/sec: 749,046 | bf16_mfu: 16.63% | eta: 24.2m
step 00974 (31.96%) | loss: 3.637959 | dt: 698.02ms | tok/sec: 751,110 | bf16_mfu: 16.67% | eta: 24.2m
step 00975 (31.99%) | loss: 3.642932 | dt: 699.15ms | tok/sec: 749,888 | bf16_mfu: 16.65% | eta: 24.2m
step 00976 (32.02%) | loss: 3.626752 | dt: 694.86ms | tok/sec: 754,528 | bf16_mfu: 16.75% | eta: 24.2m
step 00977 (32.05%) | loss: 3.634074 | dt: 695.95ms | tok/sec: 753,343 | bf16_mfu: 16.72% | eta: 24.2m
step 00978 (32.09%) | loss: 3.620945 | dt: 693.61ms | tok/sec: 755,880 | bf16_mfu: 16.78% | eta: 24.1m
step 00979 (32.12%) | loss: 3.636993 | dt: 697.44ms | tok/sec: 751,730 | bf16_mfu: 16.69% | eta: 24.1m
step 00980 (32.15%) | loss: 3.630963 | dt: 697.18ms | tok/sec: 752,013 | bf16_mfu: 16.69% | eta: 24.1m
step 00981 (32.19%) | loss: 3.634939 | dt: 698.13ms | tok/sec: 750,993 | bf16_mfu: 16.67% | eta: 24.1m
step 00982 (32.22%) | loss: 3.644239 | dt: 699.10ms | tok/sec: 749,948 | bf16_mfu: 16.65% | eta: 24.1m
step 00983 (32.25%) | loss: 3.639709 | dt: 697.18ms | tok/sec: 752,015 | bf16_mfu: 16.69% | eta: 24.1m
step 00984 (32.28%) | loss: 3.643156 | dt: 700.14ms | tok/sec: 748,835 | bf16_mfu: 16.62% | eta: 24.1m
step 00985 (32.32%) | loss: 3.618318 | dt: 696.47ms | tok/sec: 752,781 | bf16_mfu: 16.71% | eta: 24.1m
step 00986 (32.35%) | loss: 3.635975 | dt: 697.42ms | tok/sec: 751,750 | bf16_mfu: 16.69% | eta: 24.0m
step 00987 (32.38%) | loss: 3.640995 | dt: 696.34ms | tok/sec: 752,920 | bf16_mfu: 16.71% | eta: 24.0m
step 00988 (32.41%) | loss: 3.645253 | dt: 699.74ms | tok/sec: 749,259 | bf16_mfu: 16.63% | eta: 24.0m
step 00989 (32.45%) | loss: 3.637681 | dt: 693.93ms | tok/sec: 755,529 | bf16_mfu: 16.77% | eta: 24.0m
step 00990 (32.48%) | loss: 3.639000 | dt: 694.01ms | tok/sec: 755,449 | bf16_mfu: 16.77% | eta: 24.0m
step 00991 (32.51%) | loss: 3.632964 | dt: 699.72ms | tok/sec: 749,278 | bf16_mfu: 16.63% | eta: 24.0m
step 00992 (32.55%) | loss: 3.638528 | dt: 696.12ms | tok/sec: 753,161 | bf16_mfu: 16.72% | eta: 24.0m
step 00993 (32.58%) | loss: 3.627048 | dt: 697.70ms | tok/sec: 751,453 | bf16_mfu: 16.68% | eta: 24.0m
step 00994 (32.61%) | loss: 3.640191 | dt: 698.56ms | tok/sec: 750,524 | bf16_mfu: 16.66% | eta: 24.0m
step 00995 (32.64%) | loss: 3.629671 | dt: 693.40ms | tok/sec: 756,111 | bf16_mfu: 16.78% | eta: 23.9m
step 00996 (32.68%) | loss: 3.640030 | dt: 695.61ms | tok/sec: 753,714 | bf16_mfu: 16.73% | eta: 23.9m
step 00997 (32.71%) | loss: 3.646799 | dt: 695.22ms | tok/sec: 754,133 | bf16_mfu: 16.74% | eta: 23.9m
step 00998 (32.74%) | loss: 3.650492 | dt: 697.56ms | tok/sec: 751,598 | bf16_mfu: 16.68% | eta: 23.9m
step 00999 (32.78%) | loss: 3.640899 | dt: 695.23ms | tok/sec: 754,121 | bf16_mfu: 16.74% | eta: 23.9m
step 01000 (32.81%) | loss: 3.641600 | dt: 699.01ms | tok/sec: 750,045 | bf16_mfu: 16.65% | eta: 23.9m
step 01001 (32.84%) | loss: 3.643656 | dt: 702.66ms | tok/sec: 746,149 | bf16_mfu: 16.56% | eta: 23.9m
step 01002 (32.87%) | loss: 3.626933 | dt: 693.28ms | tok/sec: 756,240 | bf16_mfu: 16.79% | eta: 23.9m
step 01003 (32.91%) | loss: 3.638488 | dt: 696.26ms | tok/sec: 753,005 | bf16_mfu: 16.71% | eta: 23.8m
step 01004 (32.94%) | loss: 3.651627 | dt: 695.92ms | tok/sec: 753,376 | bf16_mfu: 16.72% | eta: 23.8m
step 01005 (32.97%) | loss: 3.642180 | dt: 697.63ms | tok/sec: 751,525 | bf16_mfu: 16.68% | eta: 23.8m
step 01006 (33.01%) | loss: 3.665037 | dt: 693.70ms | tok/sec: 755,790 | bf16_mfu: 16.78% | eta: 23.8m
step 01007 (33.04%) | loss: 3.660897 | dt: 698.22ms | tok/sec: 750,896 | bf16_mfu: 16.67% | eta: 23.8m
step 01008 (33.07%) | loss: 3.667130 | dt: 697.65ms | tok/sec: 751,504 | bf16_mfu: 16.68% | eta: 23.8m
step 01009 (33.10%) | loss: 3.663110 | dt: 695.66ms | tok/sec: 753,657 | bf16_mfu: 16.73% | eta: 23.8m
step 01010 (33.14%) | loss: 3.663413 | dt: 698.54ms | tok/sec: 750,544 | bf16_mfu: 16.66% | eta: 23.8m
step 01011 (33.17%) | loss: 3.662397 | dt: 701.01ms | tok/sec: 747,900 | bf16_mfu: 16.60% | eta: 23.8m
step 01012 (33.20%) | loss: 3.651890 | dt: 697.92ms | tok/sec: 751,211 | bf16_mfu: 16.67% | eta: 23.7m
step 01013 (33.23%) | loss: 3.661690 | dt: 695.45ms | tok/sec: 753,879 | bf16_mfu: 16.73% | eta: 23.7m
step 01014 (33.27%) | loss: 3.672459 | dt: 697.69ms | tok/sec: 751,458 | bf16_mfu: 16.68% | eta: 23.7m
step 01015 (33.30%) | loss: 3.676108 | dt: 694.98ms | tok/sec: 754,393 | bf16_mfu: 16.75% | eta: 23.7m
step 01016 (33.33%) | loss: 3.661214 | dt: 697.17ms | tok/sec: 752,019 | bf16_mfu: 16.69% | eta: 23.7m
step 01017 (33.37%) | loss: 3.660109 | dt: 698.21ms | tok/sec: 750,905 | bf16_mfu: 16.67% | eta: 23.7m
step 01018 (33.40%) | loss: 3.670235 | dt: 695.74ms | tok/sec: 753,568 | bf16_mfu: 16.73% | eta: 23.7m
step 01019 (33.43%) | loss: 3.667710 | dt: 696.81ms | tok/sec: 752,415 | bf16_mfu: 16.70% | eta: 23.7m
step 01020 (33.46%) | loss: 3.684049 | dt: 696.10ms | tok/sec: 753,178 | bf16_mfu: 16.72% | eta: 23.6m
step 01021 (33.50%) | loss: 3.677492 | dt: 697.34ms | tok/sec: 751,841 | bf16_mfu: 16.69% | eta: 23.6m
step 01022 (33.53%) | loss: 3.678362 | dt: 699.02ms | tok/sec: 750,029 | bf16_mfu: 16.65% | eta: 23.6m
step 01023 (33.56%) | loss: 3.680010 | dt: 693.56ms | tok/sec: 755,936 | bf16_mfu: 16.78% | eta: 23.6m
step 01024 (33.60%) | loss: 3.673798 | dt: 698.05ms | tok/sec: 751,080 | bf16_mfu: 16.67% | eta: 23.6m
step 01025 (33.63%) | loss: 3.678789 | dt: 695.24ms | tok/sec: 754,108 | bf16_mfu: 16.74% | eta: 23.6m
step 01026 (33.66%) | loss: 3.670521 | dt: 698.85ms | tok/sec: 750,219 | bf16_mfu: 16.65% | eta: 23.6m
step 01027 (33.69%) | loss: 3.689587 | dt: 697.59ms | tok/sec: 751,574 | bf16_mfu: 16.68% | eta: 23.6m
step 01028 (33.73%) | loss: 3.686604 | dt: 695.58ms | tok/sec: 753,741 | bf16_mfu: 16.73% | eta: 23.6m
step 01029 (33.76%) | loss: 3.687381 | dt: 696.32ms | tok/sec: 752,941 | bf16_mfu: 16.71% | eta: 23.5m
step 01030 (33.79%) | loss: 3.684038 | dt: 697.09ms | tok/sec: 752,113 | bf16_mfu: 16.69% | eta: 23.5m
step 01031 (33.83%) | loss: 3.689686 | dt: 696.60ms | tok/sec: 752,637 | bf16_mfu: 16.71% | eta: 23.5m
step 01032 (33.86%) | loss: 3.683837 | dt: 698.92ms | tok/sec: 750,140 | bf16_mfu: 16.65% | eta: 23.5m
step 01033 (33.89%) | loss: 3.671166 | dt: 696.26ms | tok/sec: 753,007 | bf16_mfu: 16.71% | eta: 23.5m
step 01034 (33.92%) | loss: 3.687252 | dt: 695.99ms | tok/sec: 753,293 | bf16_mfu: 16.72% | eta: 23.5m
step 01035 (33.96%) | loss: 3.681367 | dt: 694.62ms | tok/sec: 754,785 | bf16_mfu: 16.75% | eta: 23.5m
step 01036 (33.99%) | loss: 3.683665 | dt: 700.16ms | tok/sec: 748,809 | bf16_mfu: 16.62% | eta: 23.5m
step 01037 (34.02%) | loss: 3.678819 | dt: 703.10ms | tok/sec: 745,680 | bf16_mfu: 16.55% | eta: 23.5m
step 01038 (34.06%) | loss: 3.673639 | dt: 699.80ms | tok/sec: 749,196 | bf16_mfu: 16.63% | eta: 23.4m
step 01039 (34.09%) | loss: 3.673921 | dt: 699.90ms | tok/sec: 749,092 | bf16_mfu: 16.63% | eta: 23.4m
step 01040 (34.12%) | loss: 3.690799 | dt: 697.55ms | tok/sec: 751,614 | bf16_mfu: 16.68% | eta: 23.4m
step 01041 (34.15%) | loss: 3.699385 | dt: 698.49ms | tok/sec: 750,605 | bf16_mfu: 16.66% | eta: 23.4m
step 01042 (34.19%) | loss: 3.699361 | dt: 696.62ms | tok/sec: 752,621 | bf16_mfu: 16.71% | eta: 23.4m
step 01043 (34.22%) | loss: 3.699940 | dt: 697.60ms | tok/sec: 751,562 | bf16_mfu: 16.68% | eta: 23.4m
step 01044 (34.25%) | loss: 3.696453 | dt: 697.94ms | tok/sec: 751,196 | bf16_mfu: 16.67% | eta: 23.4m
step 01045 (34.28%) | loss: 3.686006 | dt: 696.91ms | tok/sec: 752,300 | bf16_mfu: 16.70% | eta: 23.4m
step 01046 (34.32%) | loss: 3.690611 | dt: 695.66ms | tok/sec: 753,653 | bf16_mfu: 16.73% | eta: 23.3m
step 01047 (34.35%) | loss: 3.685527 | dt: 698.58ms | tok/sec: 750,505 | bf16_mfu: 16.66% | eta: 23.3m
step 01048 (34.38%) | loss: 3.693398 | dt: 696.16ms | tok/sec: 753,114 | bf16_mfu: 16.72% | eta: 23.3m
step 01049 (34.42%) | loss: 3.690229 | dt: 696.98ms | tok/sec: 752,227 | bf16_mfu: 16.70% | eta: 23.3m
step 01050 (34.45%) | loss: 3.686707 | dt: 693.21ms | tok/sec: 756,322 | bf16_mfu: 16.79% | eta: 23.3m
step 01051 (34.48%) | loss: 3.688957 | dt: 699.60ms | tok/sec: 749,407 | bf16_mfu: 16.63% | eta: 23.3m
step 01052 (34.51%) | loss: 3.687829 | dt: 693.34ms | tok/sec: 756,180 | bf16_mfu: 16.79% | eta: 23.3m
step 01053 (34.55%) | loss: 3.694315 | dt: 696.18ms | tok/sec: 753,089 | bf16_mfu: 16.72% | eta: 23.3m
step 01054 (34.58%) | loss: 3.684477 | dt: 698.35ms | tok/sec: 750,755 | bf16_mfu: 16.66% | eta: 23.3m
step 01055 (34.61%) | loss: 3.678937 | dt: 696.01ms | tok/sec: 753,276 | bf16_mfu: 16.72% | eta: 23.2m
step 01056 (34.65%) | loss: 3.673294 | dt: 695.61ms | tok/sec: 753,714 | bf16_mfu: 16.73% | eta: 23.2m
step 01057 (34.68%) | loss: 3.670171 | dt: 700.27ms | tok/sec: 748,692 | bf16_mfu: 16.62% | eta: 23.2m
step 01058 (34.71%) | loss: 3.661844 | dt: 695.46ms | tok/sec: 753,868 | bf16_mfu: 16.73% | eta: 23.2m
step 01059 (34.74%) | loss: 3.685367 | dt: 695.81ms | tok/sec: 753,489 | bf16_mfu: 16.73% | eta: 23.2m
step 01060 (34.78%) | loss: 3.685531 | dt: 697.58ms | tok/sec: 751,583 | bf16_mfu: 16.68% | eta: 23.2m
step 01061 (34.81%) | loss: 3.684651 | dt: 695.64ms | tok/sec: 753,680 | bf16_mfu: 16.73% | eta: 23.2m
step 01062 (34.84%) | loss: 3.675461 | dt: 695.32ms | tok/sec: 754,027 | bf16_mfu: 16.74% | eta: 23.2m
step 01063 (34.88%) | loss: 3.678045 | dt: 698.95ms | tok/sec: 750,113 | bf16_mfu: 16.65% | eta: 23.1m
step 01064 (34.91%) | loss: 3.683460 | dt: 697.22ms | tok/sec: 751,969 | bf16_mfu: 16.69% | eta: 23.1m
step 01065 (34.94%) | loss: 3.682599 | dt: 697.36ms | tok/sec: 751,815 | bf16_mfu: 16.69% | eta: 23.1m
step 01066 (34.97%) | loss: 3.655004 | dt: 696.65ms | tok/sec: 752,580 | bf16_mfu: 16.71% | eta: 23.1m
step 01067 (35.01%) | loss: 3.660702 | dt: 695.43ms | tok/sec: 753,902 | bf16_mfu: 16.73% | eta: 23.1m
step 01068 (35.04%) | loss: 3.661590 | dt: 695.62ms | tok/sec: 753,697 | bf16_mfu: 16.73% | eta: 23.1m
step 01069 (35.07%) | loss: 3.680183 | dt: 695.53ms | tok/sec: 753,799 | bf16_mfu: 16.73% | eta: 23.1m
step 01070 (35.10%) | loss: 3.682944 | dt: 696.64ms | tok/sec: 752,599 | bf16_mfu: 16.71% | eta: 23.1m
step 01071 (35.14%) | loss: 3.682237 | dt: 702.51ms | tok/sec: 746,309 | bf16_mfu: 16.57% | eta: 23.1m
step 01072 (35.17%) | loss: 3.675695 | dt: 696.75ms | tok/sec: 752,481 | bf16_mfu: 16.70% | eta: 23.0m
step 01073 (35.20%) | loss: 3.669566 | dt: 698.02ms | tok/sec: 751,112 | bf16_mfu: 16.67% | eta: 23.0m
step 01074 (35.24%) | loss: 3.668426 | dt: 697.54ms | tok/sec: 751,628 | bf16_mfu: 16.68% | eta: 23.0m
step 01075 (35.27%) | loss: 3.666723 | dt: 696.76ms | tok/sec: 752,468 | bf16_mfu: 16.70% | eta: 23.0m
step 01076 (35.30%) | loss: 3.674172 | dt: 694.36ms | tok/sec: 755,064 | bf16_mfu: 16.76% | eta: 23.0m
step 01077 (35.33%) | loss: 3.665529 | dt: 698.55ms | tok/sec: 750,536 | bf16_mfu: 16.66% | eta: 23.0m
step 01078 (35.37%) | loss: 3.664303 | dt: 695.80ms | tok/sec: 753,509 | bf16_mfu: 16.73% | eta: 23.0m
step 01079 (35.40%) | loss: 3.673312 | dt: 697.58ms | tok/sec: 751,584 | bf16_mfu: 16.68% | eta: 23.0m
step 01080 (35.43%) | loss: 3.662227 | dt: 697.87ms | tok/sec: 751,263 | bf16_mfu: 16.68% | eta: 22.9m
step 01081 (35.47%) | loss: 3.666199 | dt: 700.58ms | tok/sec: 748,366 | bf16_mfu: 16.61% | eta: 22.9m
step 01082 (35.50%) | loss: 3.666258 | dt: 697.46ms | tok/sec: 751,705 | bf16_mfu: 16.69% | eta: 22.9m
step 01083 (35.53%) | loss: 3.675752 | dt: 698.60ms | tok/sec: 750,479 | bf16_mfu: 16.66% | eta: 22.9m
step 01084 (35.56%) | loss: 3.676348 | dt: 699.45ms | tok/sec: 749,566 | bf16_mfu: 16.64% | eta: 22.9m
step 01085 (35.60%) | loss: 3.671464 | dt: 698.72ms | tok/sec: 750,359 | bf16_mfu: 16.66% | eta: 22.9m
step 01086 (35.63%) | loss: 3.660669 | dt: 697.82ms | tok/sec: 751,321 | bf16_mfu: 16.68% | eta: 22.9m
step 01087 (35.66%) | loss: 3.655808 | dt: 695.80ms | tok/sec: 753,504 | bf16_mfu: 16.73% | eta: 22.9m
step 01088 (35.70%) | loss: 3.683237 | dt: 698.90ms | tok/sec: 750,166 | bf16_mfu: 16.65% | eta: 22.9m
step 01089 (35.73%) | loss: 3.685061 | dt: 700.17ms | tok/sec: 748,798 | bf16_mfu: 16.62% | eta: 22.8m
step 01090 (35.76%) | loss: 3.699023 | dt: 691.98ms | tok/sec: 757,667 | bf16_mfu: 16.82% | eta: 22.8m
step 01091 (35.79%) | loss: 3.685643 | dt: 699.48ms | tok/sec: 749,534 | bf16_mfu: 16.64% | eta: 22.8m
step 01092 (35.83%) | loss: 3.684218 | dt: 696.40ms | tok/sec: 752,850 | bf16_mfu: 16.71% | eta: 22.8m
step 01093 (35.86%) | loss: 3.683877 | dt: 696.97ms | tok/sec: 752,236 | bf16_mfu: 16.70% | eta: 22.8m
step 01094 (35.89%) | loss: 3.662125 | dt: 698.16ms | tok/sec: 750,958 | bf16_mfu: 16.67% | eta: 22.8m
step 01095 (35.93%) | loss: 3.655100 | dt: 700.23ms | tok/sec: 748,733 | bf16_mfu: 16.62% | eta: 22.8m
step 01096 (35.96%) | loss: 3.656303 | dt: 696.46ms | tok/sec: 752,786 | bf16_mfu: 16.71% | eta: 22.8m
step 01097 (35.99%) | loss: 3.660188 | dt: 700.87ms | tok/sec: 748,054 | bf16_mfu: 16.60% | eta: 22.7m
step 01098 (36.02%) | loss: 3.676848 | dt: 696.54ms | tok/sec: 752,700 | bf16_mfu: 16.71% | eta: 22.7m
step 01099 (36.06%) | loss: 3.671630 | dt: 693.38ms | tok/sec: 756,138 | bf16_mfu: 16.78% | eta: 22.7m
step 01100 (36.09%) | loss: 3.674369 | dt: 695.49ms | tok/sec: 753,838 | bf16_mfu: 16.73% | eta: 22.7m
step 01101 (36.12%) | loss: 3.666814 | dt: 697.18ms | tok/sec: 752,017 | bf16_mfu: 16.69% | eta: 22.7m
step 01102 (36.15%) | loss: 3.676689 | dt: 696.34ms | tok/sec: 752,919 | bf16_mfu: 16.71% | eta: 22.7m
step 01103 (36.19%) | loss: 3.672746 | dt: 697.66ms | tok/sec: 751,496 | bf16_mfu: 16.68% | eta: 22.7m
step 01104 (36.22%) | loss: 3.667896 | dt: 697.28ms | tok/sec: 751,904 | bf16_mfu: 16.69% | eta: 22.7m
step 01105 (36.25%) | loss: 3.667706 | dt: 695.97ms | tok/sec: 753,320 | bf16_mfu: 16.72% | eta: 22.7m
step 01106 (36.29%) | loss: 3.663842 | dt: 700.42ms | tok/sec: 748,529 | bf16_mfu: 16.62% | eta: 22.6m
step 01107 (36.32%) | loss: 3.663490 | dt: 697.69ms | tok/sec: 751,460 | bf16_mfu: 16.68% | eta: 22.6m
step 01108 (36.35%) | loss: 3.654418 | dt: 694.67ms | tok/sec: 754,726 | bf16_mfu: 16.75% | eta: 22.6m
step 01109 (36.38%) | loss: 3.656308 | dt: 698.70ms | tok/sec: 750,377 | bf16_mfu: 16.66% | eta: 22.6m
step 01110 (36.42%) | loss: 3.657814 | dt: 695.55ms | tok/sec: 753,777 | bf16_mfu: 16.73% | eta: 22.6m
step 01111 (36.45%) | loss: 3.661617 | dt: 698.54ms | tok/sec: 750,548 | bf16_mfu: 16.66% | eta: 22.6m
step 01112 (36.48%) | loss: 3.665659 | dt: 697.06ms | tok/sec: 752,138 | bf16_mfu: 16.70% | eta: 22.6m
step 01113 (36.52%) | loss: 3.669183 | dt: 696.79ms | tok/sec: 752,434 | bf16_mfu: 16.70% | eta: 22.6m
step 01114 (36.55%) | loss: 3.671806 | dt: 699.88ms | tok/sec: 749,113 | bf16_mfu: 16.63% | eta: 22.5m
step 01115 (36.58%) | loss: 3.663451 | dt: 699.41ms | tok/sec: 749,615 | bf16_mfu: 16.64% | eta: 22.5m
step 01116 (36.61%) | loss: 3.660206 | dt: 700.41ms | tok/sec: 748,545 | bf16_mfu: 16.62% | eta: 22.5m
step 01117 (36.65%) | loss: 3.645266 | dt: 697.47ms | tok/sec: 751,697 | bf16_mfu: 16.69% | eta: 22.5m
step 01118 (36.68%) | loss: 3.636469 | dt: 698.94ms | tok/sec: 750,117 | bf16_mfu: 16.65% | eta: 22.5m
step 01119 (36.71%) | loss: 3.643670 | dt: 697.38ms | tok/sec: 751,798 | bf16_mfu: 16.69% | eta: 22.5m
step 01120 (36.75%) | loss: 3.652041 | dt: 696.25ms | tok/sec: 753,016 | bf16_mfu: 16.72% | eta: 22.5m
step 01121 (36.78%) | loss: 3.650954 | dt: 697.32ms | tok/sec: 751,861 | bf16_mfu: 16.69% | eta: 22.5m
step 01122 (36.81%) | loss: 3.643459 | dt: 694.97ms | tok/sec: 754,407 | bf16_mfu: 16.75% | eta: 22.5m
step 01123 (36.84%) | loss: 3.638111 | dt: 694.19ms | tok/sec: 755,249 | bf16_mfu: 16.76% | eta: 22.4m
step 01124 (36.88%) | loss: 3.639905 | dt: 700.39ms | tok/sec: 748,564 | bf16_mfu: 16.62% | eta: 22.4m
step 01125 (36.91%) | loss: 3.639048 | dt: 695.76ms | tok/sec: 753,545 | bf16_mfu: 16.73% | eta: 22.4m
step 01126 (36.94%) | loss: 3.651687 | dt: 700.86ms | tok/sec: 748,064 | bf16_mfu: 16.61% | eta: 22.4m
step 01127 (36.98%) | loss: 3.651125 | dt: 695.67ms | tok/sec: 753,641 | bf16_mfu: 16.73% | eta: 22.4m
